valor1,valor2,operador,resultado
896,781,*,699776
598,458,*,273884
710,683,*,484930
177,412,*,72924
461,65,*,29965
367,138,*,50646
760,874,*,664240
464,125,*,58000
989,208,*,205712
962,708,*,681096
345,707,*,243915
778,85,*,66130
298,405,*,120690
700,61,*,42700
21,309,*,6489
758,820,*,621560
488,497,*,242536
490,356,*,174440
605,305,*,184525
869,279,*,242451
582,153,*,89046
891,834,*,743094
251,806,*,202306
899,449,*,403651
215,898,*,193070
555,280,*,155400
455,439,*,199745
294,59,*,17346
562,606,*,340572
908,966,*,877128
52,871,*,45292
925,902,*,834350
663,24,*,15912
54,978,*,52812
451,754,*,340054
898,903,*,810894
184,653,*,120152
832,489,*,406848
632,699,*,441768
935,522,*,488070
285,207,*,58995
665,893,*,593845
408,257,*,104856
423,442,*,186966
307,46,*,14122
408,454,*,185232
827,114,*,94278
951,684,*,650484
588,906,*,532728
979,427,*,418033
258,640,*,165120
956,933,*,891948
205,87,*,17835
336,835,*,280560
434,545,*,236530
823,152,*,125096
928,841,*,780448
152,979,*,148808
256,915,*,234240
368,784,*,288512
617,941,*,580597
937,250,*,234250
437,34,*,14858
390,733,*,285870
738,777,*,573426
513,498,*,255474
1,339,*,339
112,685,*,76720
234,323,*,75582
111,531,*,58941
831,243,*,201933
987,530,*,523110
337,796,*,268252
304,303,*,92112
875,327,*,286125
509,808,*,411272
597,914,*,545658
953,493,*,469829
841,610,*,513010
843,262,*,220866
891,746,*,664686
504,968,*,487872
249,926,*,230574
105,425,*,44625
120,250,*,30000
242,574,*,138908
384,325,*,124800
402,832,*,334464
394,401,*,157994
479,149,*,71371
313,669,*,209397
156,700,*,109200
669,196,*,131124
333,680,*,226440
469,983,*,461027
650,434,*,282100
393,750,*,294750
279,454,*,126666
753,451,*,339603
288,402,*,115776
523,204,*,106692
640,558,*,357120
261,992,*,258912
287,225,*,64575
742,198,*,146916
57,993,*,56601
869,166,*,144254
55,563,*,30965
991,589,*,583699
881,281,*,247561
731,670,*,489770
737,189,*,139293
994,684,*,679896
61,248,*,15128
41,146,*,5986
791,555,*,439005
744,675,*,502200
167,594,*,99198
984,565,*,555960
132,610,*,80520
457,386,*,176402
322,428,*,137816
503,983,*,494449
131,201,*,26331
590,949,*,559910
694,446,*,309524
404,915,*,369660
65,440,*,28600
646,658,*,425068
88,174,*,15312
659,660,*,434940
565,149,*,84185
677,944,*,639088
16,331,*,5296
393,854,*,335622
341,937,*,319517
295,315,*,92925
727,763,*,554701
494,756,*,373464
553,472,*,261016
834,459,*,382806
209,496,*,103664
945,540,*,510300
509,527,*,268243
822,822,*,675684
720,702,*,505440
259,297,*,76923
866,58,*,50228
761,195,*,148395
114,196,*,22344
651,72,*,46872
572,967,*,553124
240,431,*,103440
628,111,*,69708
136,48,*,6528
72,172,*,12384
945,421,*,397845
76,665,*,50540
78,51,*,3978
364,901,*,327964
642,989,*,634938
581,988,*,574028
166,85,*,14110
138,316,*,43608
199,22,*,4378
2,939,*,1878
996,114,*,113544
587,978,*,574086
806,46,*,37076
243,105,*,25515
756,846,*,639576
445,867,*,385815
493,930,*,458490
84,574,*,48216
175,986,*,172550
936,653,*,611208
39,973,*,37947
570,44,*,25080
140,340,*,47600
689,105,*,72345
788,359,*,282892
225,224,*,50400
488,849,*,414312
891,224,*,199584
949,171,*,162279
211,482,*,101702
923,932,*,860236
870,802,*,697740
383,423,*,162009
687,509,*,349683
579,274,*,158646
723,804,*,581292
811,244,*,197884
127,909,*,115443
390,959,*,374010
71,861,*,61131
787,666,*,524142
214,278,*,59492
58,6,*,348
567,366,*,207522
930,747,*,694710
238,125,*,29750
549,919,*,504531
161,235,*,37835
596,466,*,277736
487,893,*,434891
166,190,*,31540
328,953,*,312584
191,991,*,189281
571,893,*,509903
388,388,*,150544
713,559,*,398567
261,63,*,16443
260,201,*,52260
942,389,*,366438
414,233,*,96462
405,500,*,202500
454,548,*,248792
308,770,*,237160
441,342,*,150822
829,250,*,207250
950,7,*,6650
841,588,*,494508
477,215,*,102555
116,338,*,39208
109,419,*,45671
919,542,*,498098
825,825,*,680625
3,471,*,1413
281,521,*,146401
693,47,*,32571
190,974,*,185060
151,258,*,38958
178,239,*,42542
167,413,*,68971
481,507,*,243867
886,348,*,308328
528,299,*,157872
769,588,*,452172
17,485,*,8245
198,445,*,88110
777,621,*,482517
694,870,*,603780
778,88,*,68464
745,279,*,207855
440,559,*,245960
651,155,*,100905
713,659,*,469867
619,970,*,600430
681,671,*,456951
898,26,*,23348
73,300,*,21900
242,936,*,226512
100,102,*,10200
385,960,*,369600
13,248,*,3224
753,133,*,100149
488,357,*,174216
789,932,*,735348
251,558,*,140058
229,822,*,188238
721,423,*,304983
202,232,*,46864
505,371,*,187355
296,535,*,158360
239,519,*,124041
433,827,*,358091
533,828,*,441324
954,827,*,788958
17,614,*,10438
795,796,*,632820
192,681,*,130752
123,559,*,68757
704,938,*,660352
415,488,*,202520
978,432,*,422496
30,208,*,6240
616,97,*,59752
124,179,*,22196
291,820,*,238620
345,617,*,212865
824,102,*,84048
99,909,*,89991
835,11,*,9185
582,497,*,289254
922,692,*,638024
826,724,*,598024
668,435,*,290580
225,978,*,220050
876,283,*,247908
262,665,*,174230
465,265,*,123225
29,507,*,14703
835,899,*,750665
30,766,*,22980
24,217,*,5208
160,296,*,47360
495,842,*,416790
534,517,*,276078
401,401,*,160801
857,241,*,206537
23,703,*,16169
937,84,*,78708
754,444,*,334776
12,536,*,6432
188,260,*,48880
357,335,*,119595
155,788,*,122140
441,501,*,220941
742,556,*,412552
897,275,*,246675
936,529,*,495144
404,381,*,153924
436,237,*,103332
742,358,*,265636
548,69,*,37812
17,627,*,10659
593,665,*,394345
82,632,*,51824
93,693,*,64449
52,111,*,5772
416,222,*,92352
398,911,*,362578
307,411,*,126177
69,235,*,16215
411,137,*,56307
131,978,*,128118
497,990,*,492030
677,459,*,310743
197,235,*,46295
584,397,*,231848
976,993,*,969168
736,938,*,690368
235,846,*,198810
239,116,*,27724
526,4,*,2104
955,574,*,548170
228,382,*,87096
