valor1,valor2,operador,resultado
666,603,/,1.1044776119402986
353,942,/,0.3747346072186836
921,265,/,3.4754716981132074
280,933,/,0.30010718113612006
112,511,/,0.2191780821917808
806,518,/,1.555984555984556
990,748,/,1.3235294117647058
346,342,/,1.0116959064327486
849,684,/,1.2412280701754386
659,438,/,1.504566210045662
57,537,/,0.10614525139664804
663,79,/,8.39240506329114
802,789,/,1.0164765525982256
188,199,/,0.9447236180904522
504,550,/,0.9163636363636364
540,574,/,0.9407665505226481
451,525,/,0.8590476190476191
81,185,/,0.43783783783783786
305,966,/,0.31573498964803315
405,271,/,1.4944649446494465
974,843,/,1.1553973902728352
663,577,/,1.149046793760832
870,697,/,1.248206599713056
737,11,/,67.0
377,270,/,1.3962962962962964
99,880,/,0.1125
194,283,/,0.6855123674911661
833,737,/,1.130257801899593
613,855,/,0.7169590643274854
785,992,/,0.7913306451612904
583,430,/,1.3558139534883722
871,285,/,3.056140350877193
751,391,/,1.9207161125319694
507,603,/,0.8407960199004975
697,702,/,0.9928774928774928
272,906,/,0.30022075055187636
370,38,/,9.736842105263158
912,314,/,2.9044585987261144
441,504,/,0.875
699,473,/,1.477801268498943
844,46,/,18.347826086956523
110,107,/,1.02803738317757
533,793,/,0.6721311475409836
134,355,/,0.37746478873239436
416,267,/,1.5580524344569289
875,165,/,5.303030303030303
983,167,/,5.88622754491018
394,774,/,0.5090439276485789
926,816,/,1.1348039215686274
859,597,/,1.4388609715242882
400,9,/,44.44444444444444
473,482,/,0.9813278008298755
359,895,/,0.4011173184357542
939,120,/,7.825
488,514,/,0.9494163424124513
204,615,/,0.33170731707317075
511,452,/,1.1305309734513274
247,508,/,0.4862204724409449
116,882,/,0.13151927437641722
247,52,/,4.75
487,145,/,3.3586206896551722
635,26,/,24.423076923076923
515,444,/,1.15990990990991
212,732,/,0.2896174863387978
133,608,/,0.21875
108,372,/,0.2903225806451613
336,633,/,0.5308056872037915
270,293,/,0.9215017064846417
982,822,/,1.194647201946472
894,906,/,0.9867549668874173
741,761,/,0.973718791064389
848,281,/,3.01779359430605
825,856,/,0.9637850467289719
435,13,/,33.46153846153846
361,265,/,1.3622641509433961
753,476,/,1.5819327731092436
401,302,/,1.3278145695364238
209,280,/,0.7464285714285714
517,288,/,1.7951388888888888
238,178,/,1.3370786516853932
850,995,/,0.8542713567839196
907,869,/,1.0437284234752588
478,466,/,1.0257510729613735
878,503,/,1.7455268389662029
578,576,/,1.0034722222222223
379,234,/,1.6196581196581197
153,531,/,0.288135593220339
894,83,/,10.771084337349398
975,602,/,1.6196013289036544
393,684,/,0.5745614035087719
918,751,/,1.22237017310253
439,625,/,0.7024
110,27,/,4.074074074074074
726,643,/,1.1290824261275272
11,609,/,0.0180623973727422
74,335,/,0.2208955223880597
569,921,/,0.6178067318132465
471,428,/,1.1004672897196262
633,506,/,1.2509881422924902
193,775,/,0.24903225806451612
822,163,/,5.042944785276074
313,799,/,0.39173967459324155
301,666,/,0.4519519519519519
336,679,/,0.4948453608247423
491,733,/,0.669849931787176
610,882,/,0.691609977324263
752,676,/,1.1124260355029585
779,837,/,0.9307048984468339
224,741,/,0.30229419703103916
753,505,/,1.491089108910891
481,891,/,0.5398428731762065
562,220,/,2.5545454545454547
124,124,/,1.0
456,567,/,0.8042328042328042
125,392,/,0.31887755102040816
535,836,/,0.6399521531100478
587,681,/,0.8619676945668135
776,124,/,6.258064516129032
994,943,/,1.0540827147401908
859,686,/,1.2521865889212829
563,971,/,0.5798146240988672
774,464,/,1.668103448275862
268,414,/,0.6473429951690821
182,230,/,0.7913043478260869
213,374,/,0.56951871657754
485,921,/,0.5266015200868621
323,779,/,0.4146341463414634
691,455,/,1.5186813186813186
613,3,/,204.33333333333334
880,806,/,1.0918114143920596
995,920,/,1.0815217391304348
918,83,/,11.060240963855422
157,575,/,0.27304347826086955
997,629,/,1.5850556438791732
835,678,/,1.2315634218289087
83,892,/,0.0930493273542601
626,448,/,1.3973214285714286
341,771,/,0.44228274967574577
855,722,/,1.1842105263157894
934,468,/,1.9957264957264957
935,855,/,1.0935672514619883
696,247,/,2.817813765182186
107,323,/,0.33126934984520123
166,231,/,0.7186147186147186
205,909,/,0.22552255225522552
552,856,/,0.6448598130841121
355,483,/,0.7349896480331263
932,746,/,1.2493297587131367
670,676,/,0.9911242603550295
632,874,/,0.7231121281464531
940,164,/,5.7317073170731705
836,457,/,1.8293216630196936
733,938,/,0.7814498933901919
638,566,/,1.127208480565371
287,974,/,0.2946611909650924
