valor1,valor2,operador,resultado
849,152,-,697
931,46,-,885
577,211,-,366
227,143,-,84
629,883,-,-254
336,80,-,256
683,32,-,651
631,150,-,481
139,153,-,-14
951,379,-,572
204,106,-,98
455,553,-,-98
884,609,-,275
280,388,-,-108
385,750,-,-365
689,184,-,505
734,294,-,440
648,690,-,-42
27,105,-,-78
855,443,-,412
549,764,-,-215
601,782,-,-181
333,147,-,186
954,605,-,349
43,841,-,-798
329,874,-,-545
745,300,-,445
459,374,-,85
896,430,-,466
321,966,-,-645
656,946,-,-290
424,634,-,-210
45,587,-,-542
729,55,-,674
331,717,-,-386
851,771,-,80
483,743,-,-260
953,344,-,609
300,840,-,-540
322,950,-,-628
991,195,-,796
451,924,-,-473
957,810,-,147
808,979,-,-171
685,444,-,241
286,97,-,189
388,809,-,-421
179,44,-,135
610,292,-,318
516,66,-,450
407,925,-,-518
487,432,-,55
402,45,-,357
479,42,-,437
750,307,-,443
127,715,-,-588
159,793,-,-634
561,968,-,-407
650,9,-,641
719,649,-,70
69,218,-,-149
175,837,-,-662
490,215,-,275
209,165,-,44
634,413,-,221
522,549,-,-27
566,204,-,362
524,540,-,-16
467,546,-,-79
664,34,-,630
130,586,-,-456
678,721,-,-43
195,56,-,139
773,126,-,647
731,90,-,641
636,916,-,-280
449,222,-,227
955,723,-,232
2,842,-,-840
813,448,-,365
991,383,-,608
968,709,-,259
547,565,-,-18
634,29,-,605
673,824,-,-151
381,491,-,-110
277,192,-,85
2,425,-,-423
908,703,-,205
93,761,-,-668
407,905,-,-498
235,226,-,9
375,599,-,-224
772,123,-,649
483,666,-,-183
422,732,-,-310
494,381,-,113
963,960,-,3
710,257,-,453
247,118,-,129
657,780,-,-123
805,111,-,694
946,948,-,-2
379,284,-,95
551,65,-,486
216,139,-,77
522,812,-,-290
6,800,-,-794
794,941,-,-147
250,806,-,-556
129,661,-,-532
534,960,-,-426
984,455,-,529
4,732,-,-728
442,774,-,-332
690,499,-,191
901,712,-,189
611,995,-,-384
401,299,-,102
164,11,-,153
590,448,-,142
296,560,-,-264
888,107,-,781
505,390,-,115
315,516,-,-201
869,75,-,794
313,694,-,-381
908,477,-,431
51,362,-,-311
886,803,-,83
882,169,-,713
35,56,-,-21
470,812,-,-342
215,868,-,-653
6,563,-,-557
920,795,-,125
298,601,-,-303
720,859,-,-139
364,419,-,-55
958,958,-,0
745,227,-,518
660,190,-,470
819,233,-,586
28,453,-,-425
171,186,-,-15
290,604,-,-314
242,660,-,-418
212,596,-,-384
203,490,-,-287
891,74,-,817
549,632,-,-83
195,848,-,-653
22,866,-,-844
694,774,-,-80
449,40,-,409
772,577,-,195
957,377,-,580
4,611,-,-607
369,791,-,-422
766,491,-,275
684,617,-,67
990,897,-,93
403,671,-,-268
122,950,-,-828
79,827,-,-748
391,526,-,-135
529,763,-,-234
888,58,-,830
541,311,-,230
232,431,-,-199
