valor1,valor2,operador,resultado
115,979,*,112585
488,558,*,272304
544,422,*,229568
94,509,*,47846
83,223,*,18509
915,857,*,784155
273,785,*,214305
611,794,*,485134
302,937,*,282974
892,659,*,587828
760,127,*,96520
922,167,*,153974
57,733,*,41781
890,558,*,496620
15,615,*,9225
361,84,*,30324
972,528,*,513216
457,239,*,109223
221,450,*,99450
646,863,*,557498
991,533,*,528203
358,179,*,64082
635,552,*,350520
490,96,*,47040
716,118,*,84488
703,338,*,237614
565,134,*,75710
426,289,*,123114
407,15,*,6105
230,166,*,38180
340,687,*,233580
804,101,*,81204
203,270,*,54810
826,917,*,757442
77,552,*,42504
514,332,*,170648
265,788,*,208820
628,578,*,362984
236,985,*,232460
487,320,*,155840
325,414,*,134550
206,138,*,28428
976,531,*,518256
118,797,*,94046
632,655,*,413960
411,945,*,388395
260,975,*,253500
775,253,*,196075
660,857,*,565620
29,761,*,22069
859,31,*,26629
190,948,*,180120
365,752,*,274480
421,599,*,252179
275,84,*,23100
63,96,*,6048
365,308,*,112420
29,328,*,9512
592,450,*,266400
944,133,*,125552
457,622,*,284254
368,578,*,212704
712,783,*,557496
998,202,*,201596
750,888,*,666000
93,451,*,41943
474,250,*,118500
709,863,*,611867
92,583,*,53636
929,976,*,906704
442,4,*,1768
422,410,*,173020
505,636,*,321180
35,31,*,1085
56,82,*,4592
953,526,*,501278
666,978,*,651348
718,238,*,170884
580,63,*,36540
632,979,*,618728
404,313,*,126452
645,881,*,568245
638,548,*,349624
346,470,*,162620
653,133,*,86849
945,620,*,585900
210,576,*,120960
343,564,*,193452
408,502,*,204816
82,8,*,656
947,968,*,916696
139,945,*,131355
169,214,*,36166
831,669,*,555939
777,713,*,554001
228,249,*,56772
457,911,*,416327
758,128,*,97024
730,287,*,209510
667,402,*,268134
895,698,*,624710
95,962,*,91390
511,76,*,38836
767,601,*,460967
512,69,*,35328
750,772,*,579000
544,350,*,190400
383,396,*,151668
884,111,*,98124
465,578,*,268770
122,585,*,71370
876,867,*,759492
729,359,*,261711
971,369,*,358299
838,874,*,732412
309,671,*,207339
761,718,*,546398
622,904,*,562288
761,99,*,75339
644,147,*,94668
279,188,*,52452
913,232,*,211816
967,29,*,28043
977,417,*,407409
986,903,*,890358
126,641,*,80766
365,419,*,152935
493,425,*,209525
786,275,*,216150
254,592,*,150368
255,212,*,54060
65,166,*,10790
986,821,*,809506
469,643,*,301567
139,628,*,87292
314,388,*,121832
135,445,*,60075
677,791,*,535507
198,857,*,169686
946,121,*,114466
776,897,*,696072
822,284,*,233448
555,709,*,393495
113,499,*,56387
125,502,*,62750
384,761,*,292224
860,816,*,701760
394,582,*,229308
265,127,*,33655
522,932,*,486504
465,539,*,250635
478,583,*,278674
618,577,*,356586
638,417,*,266046
70,818,*,57260
775,256,*,198400
152,568,*,86336
988,687,*,678756
697,713,*,496961
398,135,*,53730
777,764,*,593628
506,14,*,7084
333,161,*,53613
452,436,*,197072
849,785,*,666465
25,965,*,24125
547,515,*,281705
763,916,*,698908
247,558,*,137826
244,582,*,142008
120,643,*,77160
75,672,*,50400
85,390,*,33150
44,604,*,26576
663,438,*,290394
623,729,*,454167
765,290,*,221850
933,672,*,626976
427,123,*,52521
660,591,*,390060
324,945,*,306180
947,412,*,390164
594,497,*,295218
247,287,*,70889
125,84,*,10500
171,36,*,6156
137,303,*,41511
341,70,*,23870
825,115,*,94875
774,789,*,610686
731,972,*,710532
360,370,*,133200
407,475,*,193325
212,603,*,127836
378,642,*,242676
145,72,*,10440
959,990,*,949410
653,125,*,81625
3,993,*,2979
825,379,*,312675
358,198,*,70884
174,912,*,158688
467,900,*,420300
58,715,*,41470
109,920,*,100280
382,770,*,294140
295,832,*,245440
344,507,*,174408
955,307,*,293185
461,812,*,374332
517,945,*,488565
812,502,*,407624
411,579,*,237969
844,271,*,228724
526,26,*,13676
93,555,*,51615
310,358,*,110980
476,571,*,271796
529,272,*,143888
190,811,*,154090
213,618,*,131634
799,220,*,175780
416,495,*,205920
534,627,*,334818
899,152,*,136648
527,397,*,209219
886,924,*,818664
893,179,*,159847
656,225,*,147600
534,890,*,475260
659,380,*,250420
352,543,*,191136
409,16,*,6544
887,454,*,402698
979,428,*,419012
872,453,*,395016
749,348,*,260652
861,781,*,672441
281,354,*,99474
570,641,*,365370
481,495,*,238095
564,819,*,461916
760,889,*,675640
812,417,*,338604
226,758,*,171308
515,497,*,255955
60,924,*,55440
463,908,*,420404
594,911,*,541134
271,245,*,66395
824,4,*,3296
407,194,*,78958
899,681,*,612219
33,418,*,13794
17,16,*,272
173,641,*,110893
84,663,*,55692
502,867,*,435234
764,506,*,386584
161,905,*,145705
714,856,*,611184
134,871,*,116714
730,283,*,206590
951,589,*,560139
546,241,*,131586
65,692,*,44980
820,654,*,536280
948,758,*,718584
747,5,*,3735
88,540,*,47520
240,856,*,205440
483,907,*,438081
799,313,*,250087
523,23,*,12029
790,904,*,714160
101,681,*,68781
27,803,*,21681
45,737,*,33165
228,421,*,95988
640,178,*,113920
460,360,*,165600
73,979,*,71467
877,782,*,685814
916,198,*,181368
135,610,*,82350
452,227,*,102604
614,44,*,27016
524,598,*,313352
733,729,*,534357
935,701,*,655435
65,727,*,47255
372,60,*,22320
26,560,*,14560
104,769,*,79976
632,382,*,241424
554,995,*,551230
61,29,*,1769
986,433,*,426938
41,472,*,19352
67,423,*,28341
771,389,*,299919
297,441,*,130977
752,430,*,323360
900,226,*,203400
378,724,*,273672
238,992,*,236096
609,81,*,49329
204,902,*,184008
658,15,*,9870
492,189,*,92988
429,417,*,178893
611,971,*,593281
834,626,*,522084
25,903,*,22575
980,429,*,420420
324,672,*,217728
66,806,*,53196
485,397,*,192545
986,750,*,739500
968,697,*,674696
602,279,*,167958
442,552,*,243984
90,903,*,81270
121,144,*,17424
67,151,*,10117
674,475,*,320150
669,612,*,409428
162,604,*,97848
974,255,*,248370
588,303,*,178164
854,218,*,186172
981,504,*,494424
991,780,*,772980
186,67,*,12462
205,489,*,100245
229,555,*,127095
203,571,*,115913
24,51,*,1224
206,393,*,80958
609,405,*,246645
934,810,*,756540
958,807,*,773106
392,526,*,206192
236,728,*,171808
479,249,*,119271
198,925,*,183150
230,152,*,34960
109,714,*,77826
898,806,*,723788
154,925,*,142450
841,922,*,775402
273,884,*,241332
826,348,*,287448
92,382,*,35144
744,391,*,290904
390,929,*,362310
950,31,*,29450
816,73,*,59568
25,926,*,23150
605,56,*,33880
635,671,*,426085
297,997,*,296109
597,381,*,227457
848,622,*,527456
325,450,*,146250
721,115,*,82915
873,455,*,397215
179,43,*,7697
384,106,*,40704
203,858,*,174174
208,610,*,126880
73,623,*,45479
950,619,*,588050
849,785,*,666465
850,775,*,658750
574,493,*,282982
949,957,*,908193
208,387,*,80496
80,104,*,8320
760,928,*,705280
920,697,*,641240
969,980,*,949620
126,166,*,20916
230,117,*,26910
658,837,*,550746
542,236,*,127912
137,779,*,106723
60,113,*,6780
518,284,*,147112
721,802,*,578242
780,60,*,46800
883,362,*,319646
643,405,*,260415
626,64,*,40064
857,400,*,342800
94,722,*,67868
940,190,*,178600
919,157,*,144283
974,607,*,591218
382,634,*,242188
75,612,*,45900
612,405,*,247860
477,349,*,166473
708,780,*,552240
214,97,*,20758
524,416,*,217984
713,117,*,83421
60,575,*,34500
520,654,*,340080
926,112,*,103712
817,112,*,91504
246,277,*,68142
182,771,*,140322
188,618,*,116184
538,366,*,196908
790,881,*,695990
796,958,*,762568
152,585,*,88920
507,259,*,131313
324,513,*,166212
368,787,*,289616
977,980,*,957460
7,264,*,1848
184,584,*,107456
487,200,*,97400
335,122,*,40870
627,398,*,249546
566,373,*,211118
66,764,*,50424
340,46,*,15640
949,727,*,689923
8,230,*,1840
157,508,*,79756
534,404,*,215736
52,938,*,48776
722,818,*,590596
911,97,*,88367
440,779,*,342760
751,238,*,178738
824,380,*,313120
152,783,*,119016
566,759,*,429594
482,535,*,257870
73,998,*,72854
424,377,*,159848
86,217,*,18662
584,517,*,301928
184,173,*,31832
787,409,*,321883
654,324,*,211896
391,785,*,306935
301,965,*,290465
4,793,*,3172
414,895,*,370530
532,779,*,414428
147,220,*,32340
298,744,*,221712
306,468,*,143208
239,507,*,121173
917,992,*,909664
660,76,*,50160
944,150,*,141600
371,500,*,185500
489,834,*,407826
415,66,*,27390
149,455,*,67795
800,89,*,71200
288,749,*,215712
87,76,*,6612
999,148,*,147852
495,337,*,166815
355,953,*,338315
286,556,*,159016
586,691,*,404926
137,234,*,32058
682,132,*,90024
35,202,*,7070
349,505,*,176245
176,135,*,23760
491,701,*,344191
768,500,*,384000
769,717,*,551373
731,358,*,261698
533,245,*,130585
561,22,*,12342
999,900,*,899100
331,245,*,81095
712,214,*,152368
175,663,*,116025
735,512,*,376320
866,647,*,560302
336,635,*,213360
788,38,*,29944
572,125,*,71500
853,297,*,253341
625,484,*,302500
378,414,*,156492
959,210,*,201390
25,136,*,3400
857,4,*,3428
977,503,*,491431
898,737,*,661826
994,827,*,822038
504,834,*,420336
846,540,*,456840
51,444,*,22644
668,461,*,307948
480,385,*,184800
367,549,*,201483
907,734,*,665738
125,607,*,75875
606,460,*,278760
387,480,*,185760
610,153,*,93330
765,150,*,114750
983,604,*,593732
440,921,*,405240
997,672,*,669984
79,183,*,14457
496,725,*,359600
117,782,*,91494
890,108,*,96120
260,166,*,43160
742,485,*,359870
81,492,*,39852
683,713,*,486979
873,983,*,858159
50,789,*,39450
148,877,*,129796
389,655,*,254795
733,678,*,496974
286,379,*,108394
35,626,*,21910
378,494,*,186732
183,740,*,135420
168,191,*,32088
256,479,*,122624
937,791,*,741167
149,647,*,96403
469,805,*,377545
510,584,*,297840
66,436,*,28776
452,87,*,39324
658,535,*,352030
448,674,*,301952
762,516,*,393192
822,519,*,426618
770,935,*,719950
710,30,*,21300
861,229,*,197169
25,720,*,18000
515,949,*,488735
464,303,*,140592
66,664,*,43824
470,762,*,358140
132,716,*,94512
835,298,*,248830
20,845,*,16900
490,810,*,396900
830,826,*,685580
382,748,*,285736
677,350,*,236950
7,765,*,5355
327,804,*,262908
104,276,*,28704
838,466,*,390508
758,848,*,642784
125,729,*,91125
587,215,*,126205
496,949,*,470704
1,471,*,471
193,24,*,4632
589,252,*,148428
153,76,*,11628
483,170,*,82110
620,92,*,57040
806,471,*,379626
801,749,*,599949
201,825,*,165825
534,303,*,161802
113,199,*,22487
35,81,*,2835
355,28,*,9940
114,934,*,106476
662,432,*,285984
130,957,*,124410
272,882,*,239904
156,607,*,94692
103,330,*,33990
158,596,*,94168
74,751,*,55574
922,823,*,758806
900,397,*,357300
211,336,*,70896
56,346,*,19376
674,692,*,466408
888,71,*,63048
232,721,*,167272
647,250,*,161750
642,324,*,208008
122,46,*,5612
856,808,*,691648
411,378,*,155358
645,879,*,566955
732,268,*,196176
884,86,*,76024
219,431,*,94389
788,903,*,711564
370,497,*,183890
57,382,*,21774
497,250,*,124250
62,706,*,43772
310,721,*,223510
630,512,*,322560
903,153,*,138159
933,553,*,515949
83,728,*,60424
347,785,*,272395
157,96,*,15072
200,918,*,183600
301,305,*,91805
911,159,*,144849
961,7,*,6727
559,103,*,57577
232,565,*,131080
972,936,*,909792
194,758,*,147052
909,960,*,872640
435,524,*,227940
691,778,*,537598
569,771,*,438699
166,149,*,24734
78,193,*,15054
620,934,*,579080
617,693,*,427581
385,949,*,365365
523,893,*,467039
4,740,*,2960
609,990,*,602910
675,526,*,355050
62,883,*,54746
612,241,*,147492
22,484,*,10648
251,897,*,225147
977,587,*,573499
433,186,*,80538
220,488,*,107360
465,591,*,274815
617,735,*,453495
541,575,*,311075
911,495,*,450945
384,49,*,18816
79,336,*,26544
175,505,*,88375
792,445,*,352440
197,132,*,26004
382,961,*,367102
455,831,*,378105
401,499,*,200099
836,86,*,71896
763,452,*,344876
472,177,*,83544
428,669,*,286332
978,143,*,139854
781,752,*,587312
496,25,*,12400
734,622,*,456548
957,475,*,454575
244,248,*,60512
232,817,*,189544
25,740,*,18500
632,562,*,355184
819,426,*,348894
127,222,*,28194
148,830,*,122840
447,827,*,369669
78,423,*,32994
925,902,*,834350
161,467,*,75187
362,269,*,97378
58,751,*,43558
504,313,*,157752
800,567,*,453600
718,931,*,668458
937,563,*,527531
713,580,*,413540
709,248,*,175832
189,999,*,188811
663,617,*,409071
700,385,*,269500
345,868,*,299460
789,357,*,281673
466,694,*,323404
123,381,*,46863
877,873,*,765621
294,250,*,73500
39,478,*,18642
774,963,*,745362
13,3,*,39
753,216,*,162648
479,492,*,235668
820,392,*,321440
449,775,*,347975
174,502,*,87348
858,109,*,93522
852,941,*,801732
13,996,*,12948
862,968,*,834416
878,6,*,5268
353,336,*,118608
849,882,*,748818
526,676,*,355576
680,13,*,8840
965,452,*,436180
489,739,*,361371
848,869,*,736912
765,360,*,275400
836,414,*,346104
809,101,*,81709
897,122,*,109434
967,506,*,489302
178,917,*,163226
178,207,*,36846
706,223,*,157438
613,655,*,401515
634,968,*,613712
125,52,*,6500
617,938,*,578746
201,359,*,72159
924,110,*,101640
315,139,*,43785
419,18,*,7542
997,396,*,394812
225,863,*,194175
641,889,*,569849
258,150,*,38700
768,712,*,546816
553,794,*,439082
244,68,*,16592
345,677,*,233565
826,604,*,498904
298,592,*,176416
540,77,*,41580
823,98,*,80654
347,866,*,300502
613,983,*,602579
616,749,*,461384
788,493,*,388484
627,89,*,55803
427,502,*,214354
598,842,*,503516
291,932,*,271212
214,517,*,110638
60,716,*,42960
561,906,*,508266
576,654,*,376704
573,698,*,399954
276,753,*,207828
638,323,*,206074
286,574,*,164164
499,646,*,322354
739,317,*,234263
795,592,*,470640
134,264,*,35376
229,318,*,72822
788,944,*,743872
774,426,*,329724
264,312,*,82368
269,928,*,249632
620,737,*,456940
254,146,*,37084
193,906,*,174858
748,884,*,661232
990,566,*,560340
461,387,*,178407
374,232,*,86768
189,417,*,78813
426,390,*,166140
793,708,*,561444
989,640,*,632960
561,330,*,185130
977,368,*,359536
875,78,*,68250
730,910,*,664300
787,117,*,92079
226,390,*,88140
544,134,*,72896
343,847,*,290521
33,234,*,7722
569,708,*,402852
23,432,*,9936
761,104,*,79144
414,701,*,290214
149,408,*,60792
760,454,*,345040
782,220,*,172040
926,568,*,525968
30,869,*,26070
381,815,*,310515
123,726,*,89298
879,437,*,384123
279,94,*,26226
120,839,*,100680
147,399,*,58653
893,257,*,229501
796,145,*,115420
730,2,*,1460
997,91,*,90727
456,499,*,227544
98,287,*,28126
775,462,*,358050
768,687,*,527616
11,33,*,363
354,571,*,202134
971,166,*,161186
998,362,*,361276
777,198,*,153846
249,947,*,235803
765,344,*,263160
355,248,*,88040
893,243,*,216999
884,232,*,205088
32,793,*,25376
21,540,*,11340
500,252,*,126000
798,47,*,37506
959,194,*,186046
84,376,*,31584
559,822,*,459498
599,417,*,249783
777,544,*,422688
134,440,*,58960
567,27,*,15309
899,757,*,680543
501,190,*,95190
468,863,*,403884
755,324,*,244620
788,352,*,277376
913,678,*,619014
247,322,*,79534
293,248,*,72664
679,93,*,63147
163,935,*,152405
786,168,*,132048
319,118,*,37642
393,900,*,353700
183,479,*,87657
126,709,*,89334
566,100,*,56600
390,892,*,347880
83,80,*,6640
581,566,*,328846
76,960,*,72960
990,870,*,861300
537,573,*,307701
340,766,*,260440
189,160,*,30240
36,699,*,25164
380,45,*,17100
976,819,*,799344
849,579,*,491571
748,360,*,269280
798,925,*,738150
674,352,*,237248
679,646,*,438634
